,uniqueid,year,treat,returnyear,groupid,doctoral_graduation_year,post,treat_post,gender,cohort,discipline,bachelor_university,doctoral_university,region_bf_rcrt,doc_region,num_of_pub,q12_num,q1_num,top10_num,fa_pub,fa_q12pub,fa_q1pub,fa_top10pub,la_pub,la_q12pub,la_q1pub,la_top10pub,teamsize,teamsize_nlg,grant,grant_nlg,pi,alumni,recruit_institution,recruit_type,phd_overall_rank,phd_field_rank,bc_overall_rank,recruit_position,top10_productivity,year_index,counterfactual_num_of_pub,counterfactual_top10_num,counterfactual_fa_pub,counterfactual_fa_q1pub,counterfactual_la_pub,counterfactual_la_q1pub
235,1_53,2012,1,2011,53,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,University of Science and Technology of China,University of Illinois at Urbana-Champaign,SWITZERLAND,USA,3.0,3,3,3.0,2.0,2,2.0,2,0.0,0,0.0,0,0,0,0.0,421042.69,0.0,1,University of Science and Technology of China,C9?CAS,763,1409,17.0,Professor,1.0,1,4.3409563045484285,2.317078858623333,1.4075550924857463,1.2818036893775526,1.438821680701987,1.4455413220501516
236,0_27,2015,0,2012,55,2004,1,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,3,,,,,,
237,0_27,2018,0,2012,55,2004,1,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,1.0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,6,,,,,,
238,0_27,2016,0,2012,55,2004,1,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,4,,,,,,
239,0_27,2013,0,2012,55,2004,0,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,1,,,,,,
240,0_27,2014,0,2012,55,2004,1,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,1.0,1,1,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,2,,,,,,
241,0_27,2011,0,2012,55,2004,0,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,1.0,1,0,0.0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,-1,,,,,,
242,0_27,2017,0,2012,55,2004,1,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,5,,,,,,
243,0_27,2012,0,2012,55,2004,0,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,0,,,,,,
244,0_27,2009,0,2012,55,2004,0,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,-3,,,,,,
245,0_27,2005,0,2012,55,2004,0,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,-7,,,,,,
246,0_27,2019,0,2012,55,2004,1,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,1.0,1,0,0.0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,7,,,,,,
247,0_27,2010,0,2012,55,2004,0,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,1.0,1,0,0.0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,-2,,,,,,
248,0_27,2006,0,2012,55,2004,0,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,-6,,,,,,
249,0_27,2008,0,2012,55,2004,0,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,2.0,2,0,0.0,1.0,1,0.0,0,1.0,1,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,-4,,,,,,
250,0_27,2007,0,2012,55,2004,0,0,Female,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,23.0,,,-5,,,,,,
251,0_28,2016,0,2012,55,2007,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Lanzhou University,University of Illinois at Urbana-Champaign,,USA,8.0,8,8,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,70.0,,,4,,,,,,
252,0_28,2012,0,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Lanzhou University,University of Illinois at Urbana-Champaign,,USA,4.0,4,4,4.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,70.0,,,0,,,,,,
253,0_28,2008,0,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Lanzhou University,University of Illinois at Urbana-Champaign,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,70.0,,,-4,,,,,,
254,0_28,2019,0,2012,55,2007,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Lanzhou University,University of Illinois at Urbana-Champaign,,USA,18.0,18,18,10.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,70.0,,,7,,,,,,
255,0_28,2015,0,2012,55,2007,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Lanzhou University,University of Illinois at Urbana-Champaign,,USA,5.0,5,5,3.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,70.0,,,3,,,,,,
256,0_28,2011,0,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Lanzhou University,University of Illinois at Urbana-Champaign,,USA,2.0,2,2,2.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,70.0,,,-1,,,,,,
257,0_28,2014,0,2012,55,2007,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Lanzhou University,University of Illinois at Urbana-Champaign,,USA,2.0,2,2,2.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,70.0,,,2,,,,,,
258,0_28,2013,0,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Lanzhou University,University of Illinois at Urbana-Champaign,,USA,5.0,5,5,4.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,70.0,,,1,,,,,,
259,0_28,2018,0,2012,55,2007,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Lanzhou University,University of Illinois at Urbana-Champaign,,USA,8.0,8,8,7.0,0.0,0,0.0,0,3.0,3,3.0,3,2,0,0.0,0.0,,0,,,763,1409,70.0,,,6,,,,,,
260,0_28,2017,0,2012,55,2007,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Lanzhou University,University of Illinois at Urbana-Champaign,,USA,7.0,6,6,4.0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0.0,0.0,,0,,,763,1409,70.0,,,5,,,,,,
261,0_28,2010,0,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Lanzhou University,University of Illinois at Urbana-Champaign,,USA,3.0,3,2,0.0,3.0,3,2.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,70.0,,,-2,,,,,,
262,0_28,2009,0,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Lanzhou University,University of Illinois at Urbana-Champaign,,USA,2.0,1,0,0.0,2.0,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,70.0,,,-3,,,,,,
263,0_29,2010,0,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,,University of Illinois at Urbana-Champaign,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,,,,-2,,,,,,
264,0_29,2018,0,2012,55,2007,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,,University of Illinois at Urbana-Champaign,,USA,4.0,4,3,3.0,1.0,1,0.0,0,0.0,0,0.0,0,0,9,0.0,0.0,,0,,,763,1409,,,,6,,,,,,
265,0_29,2009,0,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,,University of Illinois at Urbana-Champaign,,USA,2.0,1,1,0.0,2.0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,,,,-3,,,,,,
266,0_29,2008,0,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,,University of Illinois at Urbana-Champaign,,USA,1.0,1,1,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,,,,-4,,,,,,
267,0_29,2014,0,2012,55,2007,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,,University of Illinois at Urbana-Champaign,,USA,2.0,2,1,1.0,2.0,2,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,,,,2,,,,,,
268,0_29,2015,0,2012,55,2007,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,,University of Illinois at Urbana-Champaign,,USA,1.0,1,1,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,,,,3,,,,,,
269,0_29,2019,0,2012,55,2007,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,,University of Illinois at Urbana-Champaign,,USA,6.0,6,4,1.0,0.0,0,0.0,0,3.0,3,3.0,1,9,1,0.0,0.0,,0,,,763,1409,,,,7,,,,,,
270,0_29,2013,0,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,,University of Illinois at Urbana-Champaign,,USA,1.0,1,1,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,,,,1,,,,,,
271,0_29,2012,0,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,,University of Illinois at Urbana-Champaign,,USA,1.0,1,1,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,,,,0,,,,,,
272,0_29,2011,0,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,,University of Illinois at Urbana-Champaign,,USA,1.0,1,1,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,,,,-1,,,,,,
273,0_29,2017,0,2012,55,2007,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,,University of Illinois at Urbana-Champaign,,USA,3.0,3,2,0.0,0.0,0,0.0,0,2.0,2,2.0,0,1,0,0.0,0.0,,0,,,763,1409,,,,5,,,,,,
274,0_29,2016,0,2012,55,2007,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,,University of Illinois at Urbana-Champaign,,USA,2.0,2,2,2.0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0.0,0.0,,0,,,763,1409,,,,4,,,,,,
275,0_30,2008,0,2012,55,2005,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Peking University,University of Illinois at Urbana-Champaign,,USA,2.0,2,1,1.0,1.0,1,1.0,1,1.0,1,0.0,0,0,0,0.0,0.0,,0,,,763,1409,5.0,,,-4,,,,,,
276,0_30,2009,0,2012,55,2005,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Peking University,University of Illinois at Urbana-Champaign,,USA,1.0,1,1,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0.0,0.0,,0,,,763,1409,5.0,,,-3,,,,,,
277,0_30,2015,0,2012,55,2005,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Peking University,University of Illinois at Urbana-Champaign,,USA,6.0,6,6,5.0,0.0,0,0.0,0,2.0,2,2.0,1,1,2,187890.75,224186.55,,0,,,763,1409,5.0,,,3,,,,,,
278,0_30,2014,0,2012,55,2005,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Peking University,University of Illinois at Urbana-Champaign,,USA,4.0,4,4,3.0,1.0,1,1.0,1,0.0,0,0.0,0,0,1,153160.86,170442.72,,0,,,763,1409,5.0,,,2,,,,,,
279,0_30,2016,0,2012,55,2005,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Peking University,University of Illinois at Urbana-Champaign,,USA,8.0,7,6,5.0,0.0,0,0.0,0,5.0,4,4.0,3,2,1,170442.72,171693.59,,0,,,763,1409,5.0,,,4,,,,,,
280,0_30,2012,0,2012,55,2005,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Peking University,University of Illinois at Urbana-Champaign,,USA,3.0,3,3,3.0,1.0,1,1.0,1,1.0,1,1.0,1,1,0,92617.75,153160.86,,0,,,763,1409,5.0,,,0,,,,,,
281,0_30,2018,0,2012,55,2005,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Peking University,University of Illinois at Urbana-Champaign,,USA,13.0,13,11,4.0,0.0,0,0.0,0,6.0,6,4.0,1,9,0,171693.59,133643.44,,0,,,763,1409,5.0,,,6,,,,,,
282,0_30,2017,0,2012,55,2005,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Peking University,University of Illinois at Urbana-Champaign,,USA,4.0,4,3,1.0,0.0,0,0.0,0,2.0,2,1.0,0,1,9,224186.55,171693.59,,0,,,763,1409,5.0,,,5,,,,,,
283,0_30,2011,0,2012,55,2005,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Peking University,University of Illinois at Urbana-Champaign,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0.0,92617.75,,0,,,763,1409,5.0,,,-1,,,,,,
284,0_30,2007,0,2012,55,2005,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Peking University,University of Illinois at Urbana-Champaign,,USA,1.0,1,0,0.0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,5.0,,,-5,,,,,,
285,0_30,2010,0,2012,55,2005,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Peking University,University of Illinois at Urbana-Champaign,,USA,2.0,2,2,1.0,0.0,0,0.0,0,2.0,2,2.0,1,2,0,0.0,92617.75,,0,,,763,1409,5.0,,,-2,,,,,,
286,0_30,2013,0,2012,55,2005,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Peking University,University of Illinois at Urbana-Champaign,,USA,3.0,3,2,2.0,1.0,1,0.0,0,2.0,2,2.0,2,0,0,92617.75,187890.75,,0,,,763,1409,5.0,,,1,,,,,,
287,0_30,2006,0,2012,55,2005,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Peking University,University of Illinois at Urbana-Champaign,,USA,1.0,1,0,0.0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,763,1409,5.0,,,-6,,,,,,
288,0_30,2019,0,2012,55,2005,1,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Peking University,University of Illinois at Urbana-Champaign,,USA,6.0,6,6,2.0,0.0,0,0.0,0,2.0,2,2.0,1,0,1,171693.59,133643.44,,0,,,763,1409,5.0,,,7,,,,,,
289,1_55,2017,1,2012,55,2007,1,1,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,USA,USA,5.0,5,4,2.0,2.0,2,2.0,1,2.0,2,1.0,0,2,0,413334.84,127165.39,0.0,0,Zhejiang University,C9?CAS,763,1409,23.0,Professor,1.0,5,3.7719770315600027,1.9100244592440698,1.170367385093581,1.2070302291776425,0.9953838754272235,0.6117051088855817
290,1_55,2009,1,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,USA,USA,2.0,2,2,0.0,2.0,2,2.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Zhejiang University,C9?CAS,763,1409,23.0,Professor,1.0,-3,1.4021626451471825,0.9203952550083044,1.7596850021294919,1.7085794360426019,0.0,0.0
291,1_55,2012,1,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,USA,USA,6.0,6,6,6.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Zhejiang University,C9?CAS,763,1409,23.0,Professor,1.0,0,2.348755264493286,1.4736456893079575,1.6496213678182003,1.6095727647872649,0.0,0.0
292,1_55,2014,1,2012,55,2007,1,1,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,USA,USA,4.0,4,4,3.0,0.0,0,0.0,0,1.0,1,1.0,1,0,0,0.0,393544.28,0.0,0,Zhejiang University,C9?CAS,763,1409,23.0,Professor,1.0,2,2.4032965021359134,1.4172457624014307,1.3708037493540774,1.4149934631994037,0.0,0.0
293,1_55,2015,1,2012,55,2007,1,1,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,USA,USA,2.0,2,2,0.0,2.0,2,2.0,0,0.0,0,0.0,0,0,0,382157.84,102314.65,0.0,0,Zhejiang University,C9?CAS,763,1409,23.0,Professor,1.0,3,2.8282853592781567,1.584746120070334,1.2764730009119845,1.3176729878482338,0.3890593300133576,0.17966962932854724
294,1_55,2019,1,2012,55,2007,1,1,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,USA,USA,4.0,4,2,0.0,0.0,0,0.0,0,3.0,3,1.0,0,2,0,126440.12,32333.65,0.0,0,Zhejiang University,C9?CAS,763,1409,23.0,Professor,1.0,7,4.589962514182139,2.4856996032179466,1.1858341563943682,1.2162257020454332,1.3788308541699061,0.9022601680937689
295,1_55,2011,1,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,USA,USA,3.0,3,3,1.0,3.0,3,3.0,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Zhejiang University,C9?CAS,763,1409,23.0,Professor,1.0,-1,1.9982158702174848,1.3424865948863687,1.6885443636501676,1.67391341305348,0.0,0.0
296,1_55,2018,1,2012,55,2007,1,1,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,USA,USA,4.0,4,4,2.0,3.0,3,3.0,2,0.0,0,0.0,0,0,2,93653.344,91288.719,0.0,0,Zhejiang University,C9?CAS,763,1409,23.0,Professor,1.0,6,4.265646681238854,2.354370392157571,1.2428553791400376,1.2405976396643368,1.1935355352894106,0.7365830532491723
297,1_55,2013,1,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,USA,USA,2.0,2,2,1.0,1.0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,403748.09,0.0,0,Zhejiang University,C9?CAS,763,1409,23.0,Professor,1.0,1,2.6747802597645483,1.59028672120944,1.5094344785298737,1.511873129507892,0.10713943450118912,0.0
298,1_55,2010,1,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,USA,USA,4.0,4,4,4.0,2.0,2,2.0,2,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Zhejiang University,C9?CAS,763,1409,23.0,Professor,1.0,-2,1.6533064524631573,1.0086304116392357,1.6994465661976337,1.664689279873201,0.0,0.0
299,1_55,2008,1,2012,55,2007,0,0,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,USA,USA,1.0,1,1,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Zhejiang University,C9?CAS,763,1409,23.0,Professor,1.0,-4,1.2873485956566428,0.9846815500724978,1.7850866495469035,1.7160004638575495,0.0,0.0
300,1_55,2016,1,2012,55,2007,1,1,Male,1,ENVIRONMENTAL AND EARTH SCIENCE,Nanjing University,University of Illinois at Urbana-Champaign,USA,USA,1.0,1,1,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,370853.09,99288.039,0.0,0,Zhejiang University,C9?CAS,763,1409,23.0,Professor,1.0,4,3.3848109085384777,1.9864204649048531,1.2579366478127894,1.2804180908983809,0.7601306929088663,0.50081225690866
301,0_35,2010,0,2011,61,2005,0,0,Male,1,INFORMATION SCIENCE,Peking University,Yale University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,27,169,5.0,,,-1,,,,,,
302,0_35,2019,0,2011,61,2005,1,0,Male,1,INFORMATION SCIENCE,Peking University,Yale University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,27,169,5.0,,,8,,,,,,
303,0_35,2011,0,2011,61,2005,0,0,Male,1,INFORMATION SCIENCE,Peking University,Yale University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,27,169,5.0,,,0,,,,,,
304,0_35,2008,0,2011,61,2005,0,0,Male,1,INFORMATION SCIENCE,Peking University,Yale University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,27,169,5.0,,,-3,,,,,,
305,0_35,2012,0,2011,61,2005,0,0,Male,1,INFORMATION SCIENCE,Peking University,Yale University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,27,169,5.0,,,1,,,,,,
306,0_35,2017,0,2011,61,2005,1,0,Male,1,INFORMATION SCIENCE,Peking University,Yale University,,USA,1.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,27,169,5.0,,,6,,,,,,
307,0_35,2015,0,2011,61,2005,1,0,Male,1,INFORMATION SCIENCE,Peking University,Yale University,,USA,1.0,1,0,0.0,0.0,0,0.0,0,1.0,1,0.0,0,2,0,0.0,0.0,,0,,,27,169,5.0,,,4,,,,,,
308,0_35,2013,0,2011,61,2005,1,0,Male,1,INFORMATION SCIENCE,Peking University,Yale University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0.0,0.0,,0,,,27,169,5.0,,,2,,,,,,
309,0_35,2018,0,2011,61,2005,1,0,Male,1,INFORMATION SCIENCE,Peking University,Yale University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,27,169,5.0,,,7,,,,,,
310,0_35,2006,0,2011,61,2005,0,0,Male,1,INFORMATION SCIENCE,Peking University,Yale University,,USA,1.0,0,0,0.0,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0.0,0.0,,0,,,27,169,5.0,,,-5,,,,,,
311,0_35,2007,0,2011,61,2005,0,0,Male,1,INFORMATION SCIENCE,Peking University,Yale University,,USA,1.0,1,0,0.0,0.0,0,0.0,0,1.0,1,0.0,0,0,0,0.0,0.0,,0,,,27,169,5.0,,,-4,,,,,,
312,0_35,2016,0,2011,61,2005,1,0,Male,1,INFORMATION SCIENCE,Peking University,Yale University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,27,169,5.0,,,5,,,,,,
313,0_35,2009,0,2011,61,2005,0,0,Male,1,INFORMATION SCIENCE,Peking University,Yale University,,USA,1.0,1,1,0.0,0.0,0,0.0,0,1.0,1,1.0,0,0,0,0.0,0.0,,0,,,27,169,5.0,,,-2,,,,,,
314,0_35,2014,0,2011,61,2005,1,0,Male,1,INFORMATION SCIENCE,Peking University,Yale University,,USA,2.0,1,1,1.0,0.0,0,0.0,0,1.0,0,0.0,0,2,2,0.0,0.0,,0,,,27,169,5.0,,,3,,,,,,
315,0_36,2008,0,2011,61,2004,0,0,Male,1,INFORMATION SCIENCE,Tsinghua University,Yale University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,25200.0,25200.0,,0,,,27,169,1.0,,,-3,,,,,,
316,0_36,2015,0,2011,61,2004,1,0,Male,1,INFORMATION SCIENCE,Tsinghua University,Yale University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,629202.63,427203.0,,0,,,27,169,1.0,,,4,,,,,,
317,0_36,2013,0,2011,61,2004,1,0,Male,1,INFORMATION SCIENCE,Tsinghua University,Yale University,,USA,1.0,1,0,0.0,0.0,0,0.0,0,1.0,1,0.0,0,1,0,531357.5,788328.81,,0,,,27,169,1.0,,,2,,,,,,
318,0_36,2011,0,2011,61,2004,0,0,Male,1,INFORMATION SCIENCE,Tsinghua University,Yale University,,USA,1.0,1,0,0.0,0.0,0,0.0,0,1.0,1,0.0,0,1,1,386325.84,531357.5,,0,,,27,169,1.0,,,0,,,,,,
319,0_36,2005,0,2011,61,2004,0,0,Male,1,INFORMATION SCIENCE,Tsinghua University,Yale University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,25200.0,,0,,,27,169,1.0,,,-6,,,,,,
320,0_36,2010,0,2011,61,2004,0,0,Male,1,INFORMATION SCIENCE,Tsinghua University,Yale University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,25200.0,386325.84,,0,,,27,169,1.0,,,-1,,,,,,
321,0_36,2016,0,2011,61,2004,1,0,Male,1,INFORMATION SCIENCE,Tsinghua University,Yale University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,4,629202.63,427203.0,,0,,,27,169,1.0,,,5,,,,,,
322,0_36,2018,0,2011,61,2004,1,0,Male,1,INFORMATION SCIENCE,Tsinghua University,Yale University,,USA,2.0,2,1,1.0,0.0,0,0.0,0,1.0,1,0.0,0,0,0,427203.0,321971.16,,0,,,27,169,1.0,,,7,,,,,,
