,uniqueid,year,treat,returnyear,groupid,doctoral_graduation_year,post,treat_post,gender,cohort,discipline,bachelor_university,doctoral_university,region_bf_rcrt,doc_region,num_of_pub,q12_num,q1_num,top10_num,fa_pub,fa_q12pub,fa_q1pub,fa_top10pub,la_pub,la_q12pub,la_q1pub,la_top10pub,teamsize,teamsize_nlg,grant,grant_nlg,pi,alumni,recruit_institution,recruit_type,phd_overall_rank,phd_field_rank,bc_overall_rank,recruit_position,top10_productivity,year_index,counterfactual_num_of_pub,counterfactual_top10_num,counterfactual_fa_pub,counterfactual_fa_q1pub,counterfactual_la_pub,counterfactual_la_q1pub
4082,1_459,2007,1,2013,459,2002,0,0,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,2.0,2,2,2.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,-6,1.3403055993002682,0.14019665773696233,0.7367743636206596,0.5271502180570784,0.005900604364667439,0.0
4083,1_459,2015,1,2013,459,2002,1,1,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,5,41345.043,429720.91,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,2,3.1706379116252736,0.9553060772160835,0.2189198277592338,0.15239057032357958,1.2627160089483596,0.7538307627252642
4084,1_459,2019,1,2013,459,2002,1,1,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,12.0,11,7,1.0,0.0,0,0.0,0,9.0,8,5.0,0,16,3,109315.59,71292.773,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,6,4.932315066529257,1.856259560363696,0.12828098324161752,0.05094328452077898,2.252487533104908,1.4764213014904857
4085,1_459,2012,1,2013,459,2002,0,0,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,-1,2.691107816840403,0.8442056464537069,0.5920681946654498,0.4442903472626105,0.6603203824162136,0.2757036108058435
4086,1_459,2014,1,2013,459,2002,0,0,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,3.0,2,2,1.0,1.0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,397299.72,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,1,3.5506368543654627,1.2325649139783783,0.3091071477820029,0.22288770743227038,1.279348711660098,0.753067094088137
4087,1_459,2011,1,2013,459,2002,0,0,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,1.0,1,1,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,-2,2.3405684225646013,0.7130465520321182,0.630991190497417,0.5086309955288257,0.5066008937370425,0.15360973478245593
4088,1_459,2005,1,2013,459,2002,0,0,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,4.0,4,3,0.0,2.0,2,2.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,-8,1.1101910754999176,0.19112677014703883,0.569275072906098,0.5012742679180167,0.0,0.0
4089,1_459,2013,1,2013,459,2002,0,0,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,160046.67,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,0,3.017132812111665,0.9608466783551896,0.45188130537712307,0.3465907119832378,0.9807961134361911,0.548643714642254
4090,1_459,2010,1,2013,459,2002,0,0,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,2.0,2,1,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,-3,1.9956590048102743,0.3791903687849851,0.6418933930448831,0.4994068623485466,0.3823282193485482,0.06763653001629422
4091,1_459,2008,1,2013,459,2002,0,0,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,1.0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,-5,1.6297011480037598,0.3552415072182472,0.727533476394153,0.5507180463328953,0.10272563220631548,0.0
4092,1_459,2016,1,2013,459,2002,1,1,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,6.0,6,4,4.0,0.0,0,0.0,0,3.0,3,1.0,1,5,4,374392.0,82752.57,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,3,3.727163460885594,1.3569804220506025,0.20038347466003875,0.11513567337372657,1.6337873718438682,1.0749733903053769
4093,1_459,2006,1,2013,459,2002,0,0,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,2.0,1,0,0.0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,-7,0.8169072624781795,0.042835713608840864,0.42353052303509764,0.3413706616631864,0.0,0.0
4094,1_459,2018,1,2013,459,2002,1,1,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,4.0,3,3,1.0,0.0,0,0.0,0,1.0,0,0.0,0,3,16,393339.56,70938.758,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,5,4.6079992335859705,1.7249303493033206,0.18530220598728703,0.07531522213968248,2.067192214224413,1.310744186645889
4095,1_459,2004,1,2013,459,2002,0,0,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,2.0,2,1,0.0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,-9,1.1030528178475831,0.06096241911440736,0.9994055659699537,0.7891549425221942,0.0,0.0
4096,1_459,2003,1,2013,459,2002,0,0,Male,3,CHEMISTRY,Fudan University,University of Akron,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1,Soochow University (China),Other,763,547,10.0,Professor,0.0,-10,0.6149001360467639,0.0,0.8664478562906306,0.7576678250519271,0.0,0.0
4097,0_459,2008,0,2014,471,2005,0,0,Female,3,INFORMATION SCIENCE,Capital University of Medical Sciences,Louisiana Tech University,,USA,1.0,0,0,0.0,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0.0,0.0,,0,,,1601,902,43.0,,,-6,,,,,,
4098,0_459,2018,0,2014,471,2005,1,0,Female,3,INFORMATION SCIENCE,Capital University of Medical Sciences,Louisiana Tech University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,4,56600.668,0.0,,0,,,1601,902,43.0,,,4,,,,,,
4099,0_459,2006,0,2014,471,2005,0,0,Female,3,INFORMATION SCIENCE,Capital University of Medical Sciences,Louisiana Tech University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,1601,902,43.0,,,-8,,,,,,
4100,0_459,2016,0,2014,471,2005,1,0,Female,3,INFORMATION SCIENCE,Capital University of Medical Sciences,Louisiana Tech University,,USA,4.0,2,2,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,56600.668,,0,,,1601,902,43.0,,,2,,,,,,
4101,0_459,2010,0,2014,471,2005,0,0,Female,3,INFORMATION SCIENCE,Capital University of Medical Sciences,Louisiana Tech University,,USA,2.0,2,1,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,1601,902,43.0,,,-4,,,,,,
4102,0_459,2017,0,2014,471,2005,1,0,Female,3,INFORMATION SCIENCE,Capital University of Medical Sciences,Louisiana Tech University,,USA,2.0,2,1,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,56600.668,56600.668,,0,,,1601,902,43.0,,,3,,,,,,
4103,0_459,2014,0,2014,471,2005,0,0,Female,3,INFORMATION SCIENCE,Capital University of Medical Sciences,Louisiana Tech University,,USA,1.0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,1601,902,43.0,,,0,,,,,,
4104,0_459,2019,0,2014,471,2005,1,0,Female,3,INFORMATION SCIENCE,Capital University of Medical Sciences,Louisiana Tech University,,USA,1.0,1,1,0.0,0.0,0,0.0,0,1.0,1,1.0,0,4,4,56600.668,0.0,,0,,,1601,902,43.0,,,5,,,,,,
4105,0_459,2007,0,2014,471,2005,0,0,Female,3,INFORMATION SCIENCE,Capital University of Medical Sciences,Louisiana Tech University,,USA,1.0,0,0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,1601,902,43.0,,,-7,,,,,,
4106,0_459,2011,0,2014,471,2005,0,0,Female,3,INFORMATION SCIENCE,Capital University of Medical Sciences,Louisiana Tech University,,USA,1.0,1,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,1601,902,43.0,,,-3,,,,,,
4107,0_459,2012,0,2014,471,2005,0,0,Female,3,INFORMATION SCIENCE,Capital University of Medical Sciences,Louisiana Tech University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,1601,902,43.0,,,-2,,,,,,
4108,0_459,2013,0,2014,471,2005,0,0,Female,3,INFORMATION SCIENCE,Capital University of Medical Sciences,Louisiana Tech University,,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,1601,902,43.0,,,-1,,,,,,
4109,0_459,2015,0,2014,471,2005,0,0,Female,3,INFORMATION SCIENCE,Capital University of Medical Sciences,Louisiana Tech University,,USA,2.0,2,2,2.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,56600.668,,0,,,1601,902,43.0,,,1,,,,,,
4110,0_459,2009,0,2014,471,2005,0,0,Female,3,INFORMATION SCIENCE,Capital University of Medical Sciences,Louisiana Tech University,,USA,1.0,1,1,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,1601,902,43.0,,,-5,,,,,,
4111,1_471,2009,1,2014,471,2005,0,0,Male,3,INFORMATION SCIENCE,Beijing Institute of Technology,Louisiana Technical University,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,Southwest University,Other,1601,902,24.0,Professor,0.0,-5,0.738924593832337,0.0,0.9406978146307496,0.47053458568999673,0.0,0.0
4112,1_471,2018,1,2014,471,2005,1,1,Male,3,INFORMATION SCIENCE,Beijing Institute of Technology,Louisiana Technical University,USA,USA,7.0,7,1,0.0,3.0,3,1.0,0,2.0,2,0.0,0,2,3,350287.22,35032.434,1.0,0,Southwest University,Other,1601,902,24.0,Professor,0.0,4,3.602408629924009,1.1626340692559014,0.42386819164129536,0.002552789311731668,1.4938968563291952,0.7913428683537261
4113,1_471,2019,1,2014,471,2005,1,1,Male,3,INFORMATION SCIENCE,Beijing Institute of Technology,Louisiana Technical University,USA,USA,3.0,2,2,2.0,1.0,1,1.0,1,1.0,0,0.0,0,3,1,35185.758,32.200569,1.0,0,Southwest University,Other,1601,902,24.0,Professor,0.0,5,3.9267244628672953,1.293963280316277,0.3668469688956259,0.0,1.6791921752096906,0.9570199831983227
4114,1_471,2011,1,2014,471,2005,0,0,Male,3,INFORMATION SCIENCE,Beijing Institute of Technology,Louisiana Technical University,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0.0,0.0,1.0,0,Southwest University,Other,1601,902,24.0,Professor,0.0,-3,1.3349778189026393,0.1507502719846991,0.8695571761514254,0.4358685627008748,0.0,0.0
4115,1_471,2008,1,2014,471,2005,0,0,Male,3,INFORMATION SCIENCE,Beijing Institute of Technology,Louisiana Technical University,USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,Southwest University,Other,1601,902,24.0,Professor,0.0,-6,0.6241105443417975,0.0,0.9660994620481614,0.4779556135049444,0.0,0.0
4116,1_471,2014,1,2014,471,2005,0,0,Male,3,INFORMATION SCIENCE,Beijing Institute of Technology,Louisiana Technical University,USA,USA,1.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,148015.0,1.0,0,Southwest University,Other,1601,902,24.0,Professor,0.0,0,2.5450462507035003,0.6702686339309591,0.5476731334360112,0.15012527460431957,0.7060533537648803,0.23366577579597392
4117,1_471,2016,1,2014,471,2005,1,1,Male,3,INFORMATION SCIENCE,Beijing Institute of Technology,Louisiana Technical University,USA,USA,4.0,3,2,0.0,0.0,0,0.0,0,4.0,3,2.0,0,5,0,371358.25,37109.969,1.0,0,Southwest University,Other,1601,902,24.0,Professor,0.0,2,2.7215728572236317,0.7946841420031836,0.4389494603140471,0.042373240545775764,1.060492013948651,0.5555720720132139
4118,1_471,2015,1,2014,471,2005,0,0,Male,3,INFORMATION SCIENCE,Beijing Institute of Technology,Louisiana Technical University,USA,USA,5.0,3,3,1.0,1.0,0,0.0,0,0.0,0,0.0,0,0,5,0.0,382678.38,1.0,0,Southwest University,Other,1601,902,24.0,Professor,0.0,1,2.9700351078457436,0.8377689915998627,0.4533423849939182,0.05280479925314974,1.1375843583934602,0.6439407774278911
4119,1_471,2017,1,2014,471,2005,1,1,Male,3,INFORMATION SCIENCE,Beijing Institute of Technology,Louisiana Technical University,USA,USA,2.0,2,2,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,2,354050.66,35387.586,1.0,0,Southwest University,Other,1601,902,24.0,Professor,0.0,3,3.1087389802451577,0.7182881363424003,0.3513801975948387,0.0,1.295745196467008,0.6664649239901356
4120,1_471,2006,1,2014,471,2005,0,0,Male,3,INFORMATION SCIENCE,Beijing Institute of Technology,Louisiana Technical University,USA,USA,1.0,1,0,0.0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,Southwest University,Other,1601,902,24.0,Professor,0.0,-8,0.0,0.0,0.662096508689106,0.2686082288352356,0.0,0.0
4121,1_471,2010,1,2014,471,2005,0,0,Male,3,INFORMATION SCIENCE,Beijing Institute of Technology,Louisiana Technical University,USA,USA,2.0,2,1,1.0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,Southwest University,Other,1601,902,24.0,Professor,0.0,-4,0.990068401148312,0.0,0.8804593786988916,0.4266444295205958,0.0,0.0
4122,1_471,2012,1,2014,471,2005,0,0,Male,3,INFORMATION SCIENCE,Beijing Institute of Technology,Louisiana Technical University,USA,USA,2.0,2,0,0.0,1.0,1,0.0,0,1.0,1,0.0,0,2,0,0.0,0.0,1.0,0,Southwest University,Other,1601,902,24.0,Professor,0.0,-2,1.6855172131784406,0.28190936640628783,0.8306341803194581,0.3715279144346597,0.08702502452099603,0.0
4123,1_471,2007,1,2014,471,2005,0,0,Male,3,INFORMATION SCIENCE,Beijing Institute of Technology,Louisiana Technical University,USA,USA,1.0,1,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,Southwest University,Other,1601,902,24.0,Professor,0.0,-7,0.3347149956383061,0.0,0.975340349274668,0.4543877852291276,0.0,0.0
4124,1_471,2013,1,2014,471,2005,0,0,Male,3,INFORMATION SCIENCE,Beijing Institute of Technology,Louisiana Technical University,USA,USA,2.0,2,2,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,Southwest University,Other,1601,902,24.0,Professor,0.0,-1,2.0115422084497028,0.3985503983077705,0.6904472910311314,0.27382827915528696,0.40750075554097365,0.02924239635009107
4125,0_469,2018,0,2013,479,2007,1,0,Male,3,LIFE SCIENCE,,"University of California, Riverside",,USA,1.0,1,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,,,,5,,,,,,
4126,0_469,2013,0,2013,479,2007,0,0,Male,3,LIFE SCIENCE,,"University of California, Riverside",,USA,1.0,1,1,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,,,,0,,,,,,
4127,0_469,2016,0,2013,479,2007,1,0,Male,3,LIFE SCIENCE,,"University of California, Riverside",,USA,2.0,2,2,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,,,,3,,,,,,
4128,0_469,2011,0,2013,479,2007,0,0,Male,3,LIFE SCIENCE,,"University of California, Riverside",,USA,3.0,3,3,2.0,1.0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,,,,-2,,,,,,
4129,0_469,2012,0,2013,479,2007,0,0,Male,3,LIFE SCIENCE,,"University of California, Riverside",,USA,1.0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,,,,-1,,,,,,
4130,0_469,2010,0,2013,479,2007,0,0,Male,3,LIFE SCIENCE,,"University of California, Riverside",,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,,,,-3,,,,,,
4131,0_469,2019,0,2013,479,2007,1,0,Male,3,LIFE SCIENCE,,"University of California, Riverside",,USA,1.0,1,1,0.0,1.0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,,,,6,,,,,,
4132,0_469,2014,0,2013,479,2007,0,0,Male,3,LIFE SCIENCE,,"University of California, Riverside",,USA,2.0,2,2,2.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,,,,1,,,,,,
4133,0_469,2017,0,2013,479,2007,1,0,Male,3,LIFE SCIENCE,,"University of California, Riverside",,USA,2.0,2,2,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,,,,4,,,,,,
4134,0_469,2008,0,2013,479,2007,0,0,Male,3,LIFE SCIENCE,,"University of California, Riverside",,USA,2.0,1,1,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,,,,-5,,,,,,
4135,0_469,2009,0,2013,479,2007,0,0,Male,3,LIFE SCIENCE,,"University of California, Riverside",,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,,,,-4,,,,,,
4136,0_469,2015,0,2013,479,2007,1,0,Male,3,LIFE SCIENCE,,"University of California, Riverside",,USA,2.0,2,2,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,,,,2,,,,,,
4137,0_470,2019,0,2013,479,2005,1,0,Male,3,LIFE SCIENCE,Nanjing University,"University of California, Riverside",,USA,5.0,5,4,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,23.0,,,6,,,,,,
4138,0_470,2007,0,2013,479,2005,0,0,Male,3,LIFE SCIENCE,Nanjing University,"University of California, Riverside",,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,23.0,,,-6,,,,,,
4139,0_470,2006,0,2013,479,2005,0,0,Male,3,LIFE SCIENCE,Nanjing University,"University of California, Riverside",,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,23.0,,,-7,,,,,,
4140,0_470,2008,0,2013,479,2005,0,0,Male,3,LIFE SCIENCE,Nanjing University,"University of California, Riverside",,USA,1.0,1,1,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,23.0,,,-5,,,,,,
4141,0_470,2011,0,2013,479,2005,0,0,Male,3,LIFE SCIENCE,Nanjing University,"University of California, Riverside",,USA,8.0,7,7,4.0,2.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,23.0,,,-2,,,,,,
4142,0_470,2013,0,2013,479,2005,0,0,Male,3,LIFE SCIENCE,Nanjing University,"University of California, Riverside",,USA,3.0,3,3,2.0,0.0,0,0.0,0,0.0,0,0.0,0,0,5,0.0,0.0,,0,,,284,304,23.0,,,0,,,,,,
4143,0_470,2016,0,2013,479,2005,1,0,Male,3,LIFE SCIENCE,Nanjing University,"University of California, Riverside",,USA,4.0,4,2,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,23.0,,,3,,,,,,
4144,0_470,2014,0,2013,479,2005,0,0,Male,3,LIFE SCIENCE,Nanjing University,"University of California, Riverside",,USA,2.0,2,1,1.0,0.0,0,0.0,0,1.0,1,1.0,1,5,0,0.0,0.0,,0,,,284,304,23.0,,,1,,,,,,
4145,0_470,2017,0,2013,479,2005,1,0,Male,3,LIFE SCIENCE,Nanjing University,"University of California, Riverside",,USA,2.0,1,1,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,23.0,,,4,,,,,,
4146,0_470,2010,0,2013,479,2005,0,0,Male,3,LIFE SCIENCE,Nanjing University,"University of California, Riverside",,USA,3.0,3,3,2.0,2.0,2,2.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,23.0,,,-3,,,,,,
4147,0_470,2018,0,2013,479,2005,1,0,Male,3,LIFE SCIENCE,Nanjing University,"University of California, Riverside",,USA,5.0,4,2,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,23.0,,,5,,,,,,
4148,0_470,2015,0,2013,479,2005,1,0,Male,3,LIFE SCIENCE,Nanjing University,"University of California, Riverside",,USA,6.0,6,5,3.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,23.0,,,2,,,,,,
4149,0_470,2009,0,2013,479,2005,0,0,Male,3,LIFE SCIENCE,Nanjing University,"University of California, Riverside",,USA,3.0,1,1,1.0,1.0,1,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,23.0,,,-4,,,,,,
4150,0_470,2012,0,2013,479,2005,0,0,Male,3,LIFE SCIENCE,Nanjing University,"University of California, Riverside",,USA,3.0,3,2,2.0,2.0,2,1.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,23.0,,,-1,,,,,,
4151,0_471,2018,0,2013,479,2006,1,0,Male,3,LIFE SCIENCE,Nankai University,"University of California, Riverside",,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,29.0,,,5,,,,,,
4152,0_471,2009,0,2013,479,2006,0,0,Male,3,LIFE SCIENCE,Nankai University,"University of California, Riverside",,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,29.0,,,-4,,,,,,
4153,0_471,2008,0,2013,479,2006,0,0,Male,3,LIFE SCIENCE,Nankai University,"University of California, Riverside",,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,29.0,,,-5,,,,,,
4154,0_471,2019,0,2013,479,2006,1,0,Male,3,LIFE SCIENCE,Nankai University,"University of California, Riverside",,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,29.0,,,6,,,,,,
4155,0_471,2017,0,2013,479,2006,1,0,Male,3,LIFE SCIENCE,Nankai University,"University of California, Riverside",,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,29.0,,,4,,,,,,
4156,0_471,2014,0,2013,479,2006,0,0,Male,3,LIFE SCIENCE,Nankai University,"University of California, Riverside",,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,29.0,,,1,,,,,,
4157,0_471,2015,0,2013,479,2006,1,0,Male,3,LIFE SCIENCE,Nankai University,"University of California, Riverside",,USA,1.0,1,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,29.0,,,2,,,,,,
4158,0_471,2016,0,2013,479,2006,1,0,Male,3,LIFE SCIENCE,Nankai University,"University of California, Riverside",,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,29.0,,,3,,,,,,
4159,0_471,2012,0,2013,479,2006,0,0,Male,3,LIFE SCIENCE,Nankai University,"University of California, Riverside",,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,29.0,,,-1,,,,,,
4160,0_471,2013,0,2013,479,2006,0,0,Male,3,LIFE SCIENCE,Nankai University,"University of California, Riverside",,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,29.0,,,0,,,,,,
4161,0_471,2007,0,2013,479,2006,0,0,Male,3,LIFE SCIENCE,Nankai University,"University of California, Riverside",,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,29.0,,,-6,,,,,,
4162,0_471,2010,0,2013,479,2006,0,0,Male,3,LIFE SCIENCE,Nankai University,"University of California, Riverside",,USA,4.0,4,4,2.0,2.0,2,2.0,1,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,29.0,,,-3,,,,,,
4163,0_471,2011,0,2013,479,2006,0,0,Male,3,LIFE SCIENCE,Nankai University,"University of California, Riverside",,USA,1.0,1,1,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,,0,,,284,304,29.0,,,-2,,,,,,
4164,1_479,2010,1,2013,479,2006,0,0,Male,3,LIFE SCIENCE,Tsinghua University,"University of California, Riverside",USA,USA,1.0,1,1,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Zhejiang University,C9?CAS,284,304,1.0,Professor,0.0,-3,0.0,0.0,0.4771748559834874,0.4524428390528068,0.0,0.0
4165,1_479,2011,1,2013,479,2006,0,0,Male,3,LIFE SCIENCE,Tsinghua University,"University of California, Riverside",USA,USA,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Zhejiang University,C9?CAS,284,304,1.0,Professor,0.0,-2,0.0055723680932571185,0.2739608462420795,0.4662726534360213,0.4616669722330857,0.0,0.0
4166,1_479,2008,1,2013,479,2006,0,0,Male,3,LIFE SCIENCE,Tsinghua University,"University of California, Riverside",USA,USA,2.0,2,2,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,Zhejiang University,C9?CAS,284,304,1.0,Professor,0.0,-5,0.0,0.0,0.5628149393327573,0.5037540230371553,0.0,0.0
4167,1_479,2014,1,2013,479,2006,0,0,Male,3,LIFE SCIENCE,Tsinghua University,"University of California, Riverside",USA,USA,1.0,1,1,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,362685.03,0.0,0,Zhejiang University,C9?CAS,284,304,1.0,Professor,0.0,1,1.215640799894118,0.7934792081883395,0.14438861072060716,0.1759236841365306,0.25506590564208387,0.16726612290491394
4168,1_479,2013,1,2013,479,2006,0,0,Male,3,LIFE SCIENCE,Tsinghua University,"University of California, Riverside",USA,USA,2.0,2,2,2.0,2.0,2,2.0,2,0.0,0,0.0,0,0,0,0.0,30000.0,0.0,0,Zhejiang University,C9?CAS,284,304,1.0,Professor,0.0,0,0.6821367576403206,0.5217609725651509,0.2871627683157274,0.29962668868749787,0.0,0.0
