uniqueID,year,treat,returnyear,groupID,Gender,Cohort,Discipline,Doctoral_graduation_year,post,treat_post,Region_bf_rcrt,Doc_region,num_of_pub,Q12_num,Q1_num,top10_num,FA_pub,FA_Q12pub,FA_Q1pub,FA_top10pub,LA_pub,LA_Q12pub,LA_Q1pub,LA_top10pub,teamsize,teamsize_nlg,grant,grant_nlg,Recruit_institution,phd_overall_rank,phd_field_rank,bc_overall_rank
0_168,2019,0,2012,448,Male,2,PHYSICS AND MATHEMATICS,2005,1,0,,USA,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,23,12,1
0_17,2012,0,2011,36,Female,1,CHEMISTRY,2011,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,628,859,
0_17,2013,0,2011,36,Female,1,CHEMISTRY,2011,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,628,859,
0_17,2014,0,2011,36,Female,1,CHEMISTRY,2011,1,0,,USA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,628,859,
0_17,2015,0,2011,36,Female,1,CHEMISTRY,2011,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,628,859,
0_17,2016,0,2011,36,Female,1,CHEMISTRY,2011,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,628,859,
0_17,2017,0,2011,36,Female,1,CHEMISTRY,2011,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,628,859,
0_17,2018,0,2011,36,Female,1,CHEMISTRY,2011,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,628,859,
0_17,2019,0,2011,36,Female,1,CHEMISTRY,2011,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,628,859,
0_170,2012,0,2013,164,Female,2,PHYSICS AND MATHEMATICS,2011,0,0,,USA,8,8,8,7,1,1,1,1,0,0,0,0,0,0,0,0,,23,12,1
0_170,2012,0,2013,362,Female,2,PHYSICS AND MATHEMATICS,2011,0,0,,USA,8,8,8,7,1,1,1,1,0,0,0,0,0,0,0,0,,23,12,1
0_170,2013,0,2013,164,Female,2,PHYSICS AND MATHEMATICS,2011,0,0,,USA,12,12,12,11,2,2,2,2,0,0,0,0,0,0,0,0,,23,12,1
0_170,2013,0,2013,362,Female,2,PHYSICS AND MATHEMATICS,2011,0,0,,USA,12,12,12,11,2,2,2,2,0,0,0,0,0,0,0,0,,23,12,1
0_170,2014,0,2013,164,Female,2,PHYSICS AND MATHEMATICS,2011,0,0,,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,12,1
0_170,2014,0,2013,362,Female,2,PHYSICS AND MATHEMATICS,2011,0,0,,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,12,1
0_170,2015,0,2013,164,Female,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,23,12,1
0_170,2015,0,2013,362,Female,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,23,12,1
0_170,2016,0,2013,164,Female,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,4,4,4,3,0,0,0,0,1,1,1,1,0,0,0,90457.33333333333,,23,12,1
0_170,2016,0,2013,362,Female,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,4,4,4,3,0,0,0,0,1,1,1,1,0,0,0,90457.33333333333,,23,12,1
0_170,2017,0,2013,164,Female,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,9,9,9,8,0,0,0,0,1,1,1,1,0,0,0,90457.33333333333,,23,12,1
0_170,2017,0,2013,362,Female,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,9,9,9,8,0,0,0,0,1,1,1,1,0,0,0,90457.33333333333,,23,12,1
0_170,2018,0,2013,164,Female,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,5,5,5,2,0,0,0,0,0,0,0,0,0,0,90457.33333333333,90457.33333333333,,23,12,1
0_170,2018,0,2013,362,Female,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,5,5,5,2,0,0,0,0,0,0,0,0,0,0,90457.33333333333,90457.33333333333,,23,12,1
0_170,2019,0,2013,164,Female,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,90457.33333333333,0,,23,12,1
0_170,2019,0,2013,362,Female,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,90457.33333333333,0,,23,12,1
0_171,2012,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2011,0,0,,USA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,23,12,
0_171,2013,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2011,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,12,
0_171,2014,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2011,0,0,,USA,3,3,3,1,2,2,2,0,0,0,0,0,0,0,0,0,,23,12,
0_171,2015,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,23,12,
0_171,2016,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,5,5,4,3,2,2,2,1,0,0,0,0,0,0,0,0,,23,12,
0_171,2017,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,23,12,
0_171,2018,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,23,12,
0_171,2019,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2011,1,0,,USA,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,,23,12,
0_172,2014,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,0,0,,USA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,23,12,10
0_172,2015,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,4,4,4,3,1,1,1,1,0,0,0,0,0,0,0,0,,23,12,10
0_172,2016,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,23,12,10
0_172,2017,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,23,12,10
0_172,2018,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,66162.5,,23,12,10
0_172,2019,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,66162.5,,23,12,10
0_173,2014,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,0,0,,USA,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,,23,12,4
0_173,2015,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,2,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,,23,12,4
0_173,2016,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,4,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,,23,12,4
0_173,2017,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,,23,12,4
0_173,2018,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,6,6,5,5,2,2,1,1,0,0,0,0,0,2,0,0,,23,12,4
0_173,2019,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,4,4,4,4,1,1,1,1,1,1,1,1,2,0,0,0,,23,12,4
0_174,2014,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,0,0,,USA,2,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,,23,12,5
0_174,2015,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,12,5
0_174,2016,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,4,4,4,2,3,3,3,2,0,0,0,0,0,0,0,0,,23,12,5
0_174,2017,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,23,12,5
0_174,2018,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,,23,12,5
0_174,2019,0,2013,164,Male,2,PHYSICS AND MATHEMATICS,2013,1,0,,USA,4,4,3,3,0,0,0,0,3,3,3,3,4,0,0,0,,23,12,5
0_175,2006,0,2012,165,,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,81,17
0_175,2007,0,2012,165,,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,81,17
0_175,2008,0,2012,165,,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,81,17
0_175,2009,0,2012,165,,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,81,17
0_175,2010,0,2012,165,,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,81,17
0_175,2011,0,2012,165,,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,81,17
0_175,2012,0,2012,165,,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,81,17
0_175,2013,0,2012,165,,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,81,17
0_175,2014,0,2012,165,,2,PHYSICS AND MATHEMATICS,2005,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,81,17
0_175,2015,0,2012,165,,2,PHYSICS AND MATHEMATICS,2005,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,81,17
0_175,2016,0,2012,165,,2,PHYSICS AND MATHEMATICS,2005,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,81,17
0_175,2017,0,2012,165,,2,PHYSICS AND MATHEMATICS,2005,1,0,,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,81,17
0_175,2018,0,2012,165,,2,PHYSICS AND MATHEMATICS,2005,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,81,17
0_175,2019,0,2012,165,,2,PHYSICS AND MATHEMATICS,2005,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,81,17
0_18,2009,0,2011,36,Male,1,CHEMISTRY,2008,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,628,859,63
0_18,2010,0,2011,36,Male,1,CHEMISTRY,2008,0,0,,USA,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,,628,859,63
0_18,2011,0,2011,36,Male,1,CHEMISTRY,2008,0,0,,USA,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,,628,859,63
0_18,2012,0,2011,36,Male,1,CHEMISTRY,2008,0,0,,USA,4,4,4,3,0,0,0,0,2,2,2,1,1,0,0,0,,628,859,63
0_18,2013,0,2011,36,Male,1,CHEMISTRY,2008,1,0,,USA,10,10,10,3,4,4,4,1,0,0,0,0,0,0,0,0,,628,859,63
0_18,2014,0,2011,36,Male,1,CHEMISTRY,2008,1,0,,USA,6,4,4,3,0,0,0,0,1,1,1,1,0,0,0,0,,628,859,63
0_18,2015,0,2011,36,Male,1,CHEMISTRY,2008,1,0,,USA,5,5,5,3,1,1,1,1,0,0,0,0,0,0,0,0,,628,859,63
0_18,2016,0,2011,36,Male,1,CHEMISTRY,2008,1,0,,USA,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,,628,859,63
0_18,2017,0,2011,36,Male,1,CHEMISTRY,2008,1,0,,USA,7,7,4,2,1,1,1,0,0,0,0,0,0,0,0,0,,628,859,63
0_18,2018,0,2011,36,Male,1,CHEMISTRY,2008,1,0,,USA,11,11,9,7,0,0,0,0,0,0,0,0,0,1,0,0,,628,859,63
0_18,2019,0,2011,36,Male,1,CHEMISTRY,2008,1,0,,USA,9,9,6,4,0,0,0,0,2,2,1,1,1,0,0,0,,628,859,63
0_180,2005,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,11,1
0_180,2006,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5573.9,,6,11,1
0_180,2007,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,0,0,,USA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5573.9,,6,11,1
0_180,2008,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,0,0,,USA,5,4,0,0,5,4,0,0,4,3,0,0,0,0,5573.9,5573.9,,6,11,1
0_180,2009,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,0,0,,USA,2,0,0,0,2,0,0,0,1,0,0,0,0,0,5573.9,5573.9,,6,11,1
0_180,2010,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,0,0,,USA,4,3,0,0,2,1,0,0,0,0,0,0,0,1,5573.9,0,,6,11,1
0_180,2011,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,0,0,,USA,2,2,1,1,0,0,0,0,1,1,0,0,1,2,5573.9,0,,6,11,1
0_180,2012,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,0,0,,USA,4,4,4,4,2,2,2,2,1,1,1,1,2,4,0,0,,6,11,1
0_180,2013,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,1,0,,USA,6,5,3,2,0,0,0,0,2,2,0,0,4,1,0,0,,6,11,1
0_180,2014,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,1,0,,USA,9,6,3,3,2,1,1,1,1,0,0,0,1,3,0,0,,6,11,1
0_180,2015,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,1,0,,USA,5,5,4,1,1,1,1,0,2,2,2,1,3,0,0,0,,6,11,1
0_180,2016,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,1,0,,USA,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,6,11,1
0_180,2017,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,1,0,,USA,5,4,0,0,0,0,0,0,3,2,0,0,0,0,0,138411,,6,11,1
0_180,2018,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,1,0,,USA,5,3,0,0,0,0,0,0,1,0,0,0,0,1,0,138411,,6,11,1
0_180,2019,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2004,1,0,,USA,4,4,3,3,0,0,0,0,2,2,2,2,1,1,138411,138411,,6,11,1
0_181,2006,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,1
0_181,2007,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,1
0_181,2008,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,1
0_181,2009,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,1
0_181,2010,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,1
0_181,2011,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,6,6,1
0_181,2012,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2005,0,0,,USA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,1
0_181,2013,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2005,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,1
0_181,2014,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2005,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,6,6,1
0_181,2015,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2005,1,0,,USA,5,3,3,3,0,0,0,0,5,3,3,3,3,1,0,0,,6,6,1
0_181,2016,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2005,1,0,,USA,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,,6,6,1
0_181,2017,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2005,1,0,,USA,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,6,6,1
0_181,2018,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2005,1,0,,USA,4,4,4,4,0,0,0,0,1,1,1,1,1,3,0,0,,6,6,1
0_181,2019,0,2011,170,Male,2,PHYSICS AND MATHEMATICS,2005,1,0,,USA,6,6,6,4,0,0,0,0,4,4,4,3,3,6,0,0,,6,6,1
0_186,2010,0,2012,177,Male,2,PHYSICS AND MATHEMATICS,2009,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,87,17
0_186,2011,0,2012,177,Male,2,PHYSICS AND MATHEMATICS,2009,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,87,17
0_186,2012,0,2012,177,Male,2,PHYSICS AND MATHEMATICS,2009,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,87,17
0_186,2013,0,2012,177,Male,2,PHYSICS AND MATHEMATICS,2009,0,0,,USA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,31,87,17
0_186,2014,0,2012,177,Male,2,PHYSICS AND MATHEMATICS,2009,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,87,17
0_186,2015,0,2012,177,Male,2,PHYSICS AND MATHEMATICS,2009,1,0,,USA,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,31,87,17
0_186,2016,0,2012,177,Male,2,PHYSICS AND MATHEMATICS,2009,1,0,,USA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,87,17
0_186,2017,0,2012,177,Male,2,PHYSICS AND MATHEMATICS,2009,1,0,,USA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,31,87,17
0_186,2018,0,2012,177,Male,2,PHYSICS AND MATHEMATICS,2009,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,87,17
0_186,2019,0,2012,177,Male,2,PHYSICS AND MATHEMATICS,2009,1,0,,USA,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,31,87,17
0_187,2011,0,2012,180,Male,2,PHYSICS AND MATHEMATICS,2010,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,66,66,23
0_187,2011,0,2012,357,Male,2,PHYSICS AND MATHEMATICS,2010,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,66,66,23
0_187,2012,0,2012,180,Male,2,PHYSICS AND MATHEMATICS,2010,0,0,,USA,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,66,66,23
0_187,2012,0,2012,357,Male,2,PHYSICS AND MATHEMATICS,2010,0,0,,USA,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,66,66,23
0_187,2013,0,2012,180,Male,2,PHYSICS AND MATHEMATICS,2010,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,66,66,23
0_187,2013,0,2012,357,Male,2,PHYSICS AND MATHEMATICS,2010,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,66,66,23
0_187,2014,0,2012,180,Male,2,PHYSICS AND MATHEMATICS,2010,1,0,,USA,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,66,66,23
0_187,2014,0,2012,357,Male,2,PHYSICS AND MATHEMATICS,2010,1,0,,USA,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,66,66,23
0_187,2015,0,2012,180,Male,2,PHYSICS AND MATHEMATICS,2010,1,0,,USA,5,5,5,5,2,2,2,2,0,0,0,0,0,0,0,0,,66,66,23
0_187,2015,0,2012,357,Male,2,PHYSICS AND MATHEMATICS,2010,1,0,,USA,5,5,5,5,2,2,2,2,0,0,0,0,0,0,0,0,,66,66,23
0_187,2016,0,2012,180,Male,2,PHYSICS AND MATHEMATICS,2010,1,0,,USA,7,7,7,5,1,1,1,1,1,1,1,1,0,0,0,0,,66,66,23
0_187,2016,0,2012,357,Male,2,PHYSICS AND MATHEMATICS,2010,1,0,,USA,7,7,7,5,1,1,1,1,1,1,1,1,0,0,0,0,,66,66,23
0_187,2017,0,2012,180,Male,2,PHYSICS AND MATHEMATICS,2010,1,0,,USA,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,,66,66,23
0_187,2017,0,2012,357,Male,2,PHYSICS AND MATHEMATICS,2010,1,0,,USA,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,,66,66,23
0_187,2018,0,2012,180,Male,2,PHYSICS AND MATHEMATICS,2010,1,0,,USA,1,1,1,1,0,0,0,0,0,0,0,0,0,14,0,0,,66,66,23
0_187,2018,0,2012,357,Male,2,PHYSICS AND MATHEMATICS,2010,1,0,,USA,1,1,1,1,0,0,0,0,0,0,0,0,0,14,0,0,,66,66,23
0_187,2019,0,2012,180,Male,2,PHYSICS AND MATHEMATICS,2010,1,0,,USA,7,7,7,4,0,0,0,0,7,7,7,4,14,6,0,0,,66,66,23
0_187,2019,0,2012,357,Male,2,PHYSICS AND MATHEMATICS,2010,1,0,,USA,7,7,7,4,0,0,0,0,7,7,7,4,14,6,0,0,,66,66,23
0_189,2008,0,2012,181,Male,2,PHYSICS AND MATHEMATICS,2007,0,0,,USA,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,,91,59,23
0_189,2009,0,2012,181,Male,2,PHYSICS AND MATHEMATICS,2007,0,0,,USA,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,91,59,23
0_189,2010,0,2012,181,Male,2,PHYSICS AND MATHEMATICS,2007,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,91,59,23
0_189,2011,0,2012,181,Male,2,PHYSICS AND MATHEMATICS,2007,0,0,,USA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,91,59,23
0_189,2012,0,2012,181,Male,2,PHYSICS AND MATHEMATICS,2007,0,0,,USA,3,3,3,3,1,1,1,1,0,0,0,0,0,6,0,0,,91,59,23
0_189,2013,0,2012,181,Male,2,PHYSICS AND MATHEMATICS,2007,0,0,,USA,2,2,2,0,0,0,0,0,2,2,2,0,6,10,0,0,,91,59,23
0_189,2014,0,2012,181,Male,2,PHYSICS AND MATHEMATICS,2007,1,0,,USA,4,4,3,3,0,0,0,0,2,2,1,1,10,0,0,23057.7,,91,59,23
0_189,2015,0,2012,181,Male,2,PHYSICS AND MATHEMATICS,2007,1,0,,USA,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,121600.36666666667,,91,59,23
0_189,2016,0,2012,181,Male,2,PHYSICS AND MATHEMATICS,2007,1,0,,USA,2,2,1,0,0,0,0,0,0,0,0,0,0,14,23057.7,121600.36666666667,,91,59,23
0_189,2017,0,2012,181,Male,2,PHYSICS AND MATHEMATICS,2007,1,0,,USA,6,6,4,1,0,0,0,0,4,4,2,0,14,9,121600.36666666667,121600.36666666667,,91,59,23
0_189,2018,0,2012,181,Male,2,PHYSICS AND MATHEMATICS,2007,1,0,,USA,5,5,1,1,1,1,0,0,3,3,0,0,9,3,121600.36666666667,240069.1666666667,,91,59,23
0_189,2019,0,2012,181,Male,2,PHYSICS AND MATHEMATICS,2007,1,0,,USA,5,5,3,1,0,0,0,0,1,1,1,1,3,9,121600.36666666667,370004.1666666667,,91,59,23
0_19,2010,0,2011,36,Male,1,CHEMISTRY,2009,0,0,,USA,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,,628,859,4
0_19,2011,0,2011,36,Male,1,CHEMISTRY,2009,0,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,628,859,4
0_19,2012,0,2011,36,Male,1,CHEMISTRY,2009,0,0,,USA,3,3,3,2,1,1,1,1,0,0,0,0,0,2,0,0,,628,859,4
0_19,2013,0,2011,36,Male,1,CHEMISTRY,2009,1,0,,USA,2,2,2,0,1,1,1,0,1,1,1,0,2,0,0,0,,628,859,4
0_19,2014,0,2011,36,Male,1,CHEMISTRY,2009,1,0,,USA,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,628,859,4
0_19,2015,0,2011,36,Male,1,CHEMISTRY,2009,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,628,859,4
0_19,2016,0,2011,36,Male,1,CHEMISTRY,2009,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127878,,628,859,4
0_19,2017,0,2011,36,Male,1,CHEMISTRY,2009,1,0,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127878,,628,859,4
0_19,2018,0,2011,36,Male,1,CHEMISTRY,2009,1,0,,USA,2,2,0,0,2,2,0,0,0,0,0,0,0,8,127878,337878,,628,859,4
0_19,2019,0,2011,36,Male,1,CHEMISTRY,2009,1,0,,USA,1,1,0,0,0,0,0,0,1,1,0,0,8,0,127878,337878,,628,859,4
0_190,2011,0,2011,183,Male,2,CHEMISTRY,2010,0,0,,USA,4,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,,18,38,5
0_190,2012,0,2011,183,Male,2,CHEMISTRY,2010,0,0,,USA,5,4,4,3,3,2,2,1,0,0,0,0,0,0,0,0,,18,38,5
0_190,2013,0,2011,183,Male,2,CHEMISTRY,2010,1,0,,USA,8,8,7,7,1,1,1,1,0,0,0,0,0,0,0,0,,18,38,5
0_190,2014,0,2011,183,Male,2,CHEMISTRY,2010,1,0,,USA,7,6,6,6,1,1,1,1,0,0,0,0,0,1,0,0,,18,38,5
0_190,2015,0,2011,183,Male,2,CHEMISTRY,2010,1,0,,USA,10,9,9,8,0,0,0,0,1,0,0,0,1,4,0,0,,18,38,5
0_190,2016,0,2011,183,Male,2,CHEMISTRY,2010,1,0,,USA,12,12,12,11,0,0,0,0,3,3,3,3,4,0,0,0,,18,38,5
0_190,2017,0,2011,183,Male,2,CHEMISTRY,2010,1,0,,USA,11,11,11,8,0,0,0,0,1,1,1,1,0,6,0,104166.66666666667,,18,38,5
