group,accept,reject
avg_pub,2.390363815142576,2.931735159817352
avg_FA_pub,1.002851524090462,1.0582191780821917
avg_FA_top10pub,0.522566371681416,0.4034246575342466
avg_LA_pub,0.19591937069813173,0.6082191780821917
avg_LA_top10pub,0.04626352015732547,0.20205479452054795
